lexeme,stem,class
preceder,prezed,er-regular
predisponer,predispon,er-g
preferir,prefer,ir-ie
prender,prend,er-regular
prescindir,preszind,ir-regular
prescribir,prescrib,ir-db-t
presentir,present,ir-ie
presidir,presid,ir-regular
presumir,presum,ir-regular
presuponer,presupon,er-g
pretender,pretend,er-regular
prevalecer,prebalez,er-z-zc
prevenir,preben,ir-g
proceder,prozed,er-regular
producir,produz,ir-z-zc
proferir,profer,ir-ie
prohibir,proib,ir-regular
prometer,promet,er-regular
promover,promob,er-ue
proponer,propon,er-g
proscribir,proscrib,ir-db-t
proseguir,proseg,ir-e-i
prostituir,prostitu,ir-L
proteger,protej,er-regular
proveer,probe,er-regular
provenir,proben,ir-g
pulir,pul,ir-regular
querer,cer,er-ie
reabrir,Reabr,ir-ie
readmitir,Readmit,ir-regular
reaparecer,Reaparez,er-z-zc
reasumir,Reasum,ir-regular
rebatir,Rebat,ir-regular
recaer,Reca,er-g
recibir,Rezib,ir-regular
recluir,Reclu,ir-L
recoger,Recoj,er-regular
recomponer,Recompon,er-g
reconducir,Reconduz,ir-z-zc
reconocer,Reconoz,er-z-zc
reconstituir,Reconstitu,ir-L
reconstruir,Reconstru,ir-L
reconvertir,Reconbert,ir-ie
recorrer,RecoR,er-regular
recrudecer,Recrudez,er-z-zc
recubrir,Recubr,ir-ie
recurrir,RecuR,ir-regular
redefinir,Redefin,ir-regular
redimir,Redim,ir-regular
redistribuir,Redistribu,ir-L
reducir,Reduz,ir-z-zc
reelegir,Reelej,ir-e-i
referir,Refer,ir-ie
regir,Rej,ir-e-i
rehuir,Reu,ir-L
reincidir,Reinzid,ir-regular
reintroducir,Reintroduz,ir-z-zc
rejuvenecer,Rejubenez,er-z-zc
relucir,Reluz,ir-z-zc
remitir,Remit,ir-regular
remover,Remob,er-ue
renacer,Renaz,er-z-zc
rendir,Rend,ir-e-i
repartir,Repart,ir-regular
repeler,Repel,er-regular
repercutir,Repercut,ir-regular
repetir,Repet,ir-e-i
reponer,Repon,er-g
reprender,Reprend,er-regular
reprimir,Reprim,ir-regular
reproducir,Reproduz,ir-z-zc
requerir,Recer,ir-ie
resarcir,Resarz,ir-regular
rescindir,Reszind,ir-regular
residir,Resid,ir-regular
resistir,Resist,ir-regular
resolver,Resolb,er-ue
responder,Respond,er-regular
restablecer,Restablez,er-z-zc
restituir,Restitu,ir-L
restringir,Restrinj,ir-regular
resumir,Resum,ir-regular
resurgir,Resurj,ir-regular
retener,Reten,er-g
retorcer,Retorz,er-ue
retraer,Retra,er-g
retransmitir,Retransmit,ir-regular
retroceder,Retrozed,er-regular
retrotraer,Retrotra,er-g
reunir,Reun,ir-regular
revender,Rebend,er-regular
reverdecer,Reberdez,er-z-zc
revertir,Rebert,ir-ie
revestir,Rebest,ir-e-i
revivir,Rebib,ir-regular
revolver,Rebolb,er-ue
robustecer,Robustez,er-z-zc
rugir,Ruj,ir-regular
sacudir,sacud,ir-regular
salir,sal,ir-g
seducir,seduz,ir-z-zc
seguir,seg,ir-e-i
sentir,sent,ir-ie
servir,serb,ir-e-i
sobrecoger,sobrecoj,er-regular
sobreentender,sobreentend,er-ie
sobrentender,sobrentend,er-ie
sobreponer,sobrepon,er-g
sobresalir,sobresal,ir-g
sobreseer,sobrese,er-regular
sobrevenir,sobreben,ir-g
sobrevivir,sobrebib,ir-regular
socorrer,socoR,er-regular
soler,sol,er-ue
someter,somet,er-regular
sorber,sorb,er-regular
sorprender,sorprend,er-regular
sostener,sosten,er-g
subdividir,subdibid,ir-regular
subir,sub,ir-regular
subsistir,subsist,ir-regular
substituir,substitu,ir-L
subvertir,subbert,ir-ie
suceder,suzed,er-regular
sucumbir,sucumb,ir-regular
sufrir,sufr,ir-regular
sugerir,sujer,ir-ie
sumergir,sumerj,ir-regular
sumir,sum,ir-regular
superponer,superpon,er-g
suplir,supl,ir-regular
suponer,supon,er-g
suprimir,suprim,ir-regular
surgir,surj,ir-regular
surtir,surt,ir-regular
suscribir,suscrib,ir-db-t
suspender,suspend,er-regular
sustituir,sustitu,ir-L
sustraer,sustra,er-g
tejer,tej,er-regular
temer,tem,er-regular
tender,tend,er-ie
tener,ten,er-g
torcer,torz,er-ue
toser,tos,er-regular
traducir,traduz,ir-z-zc
traer,tra,er-g
transcribir,transcrib,ir-db-t
transcurrir,transcuR,ir-regular
transferir,transfer,ir-ie
transmitir,transmit,ir-regular
traslucir,trasluz,ir-z-zc
tupir,tup,ir-regular
ungir,unj,ir-regular
urdir,urd,ir-regular
urgir,urj,ir-regular
valer,bal,er-g
vencer,benz,er-regular
vender,bend,er-regular
venir,ben,ir-g
verter,bert,er-ie
vestir,best,ir-e-i
vivir,bib,ir-regular
volver,bolb,er-ue
yacer,Laz,er-z-zc
zurcir,zurz,ir-regular
